filename,sign_class,is_present,set
065676.png,5_15_2,0,
065677.png,5_15_2,0,
065678.png,5_15_2,0,
065679.png,5_15_2,0,
065680.png,5_15_2,0,
065681.png,5_15_2,0,
065682.png,5_15_2,0,
065683.png,5_15_2,0,
065684.png,5_15_2,0,
065685.png,5_15_2,0,
065686.png,5_15_2,0,
065687.png,5_15_2,0,
065688.png,5_15_2,0,
065689.png,5_15_2,0,
065690.png,5_15_2,0,
065691.png,5_15_2,0,
065692.png,5_15_2,0,
065693.png,5_15_2,0,
065694.png,5_15_2,0,
065695.png,5_15_2,0,
065696.png,5_15_2,0,
065697.png,5_15_2,0,
065698.png,5_15_2,0,
065699.png,5_15_2,0,
065700.png,5_15_2,0,
065701.png,5_15_2,0,
065702.png,5_15_2,0,
065703.png,5_15_2,0,
065704.png,5_15_2,0,
065705.png,5_15_2,0,
065706.png,5_15_2,0,
065707.png,5_15_2,0,
065708.png,5_15_2,0,
065709.png,5_15_2,0,
065710.png,5_15_2,0,
065711.png,5_15_2,0,
065712.png,5_15_2,0,
065713.png,5_15_2,0,
065714.png,5_15_2,0,
065715.png,5_15_2,0,
065716.png,5_15_2,0,
065717.png,5_15_2,0,
065718.png,5_15_2,0,
065719.png,5_15_2,0,
065720.png,5_15_2,0,
065721.png,5_15_2,0,
065722.png,5_15_2,0,
065723.png,5_15_2,0,
065724.png,5_15_2,0,
065725.png,5_15_2,0,
065726.png,5_15_2,0,
065727.png,5_15_2,0,
065728.png,5_15_2,0,
065729.png,5_15_2,0,
065730.png,5_15_2,0,
065731.png,5_15_2,0,
065732.png,5_15_2,0,
065733.png,5_15_2,0,
065734.png,5_15_2,0,
065735.png,5_15_2,0,
065736.png,5_15_2,0,
065737.png,5_15_2,0,
065738.png,2_1,1,test
065739.png,2_1,1,test
065740.png,2_1,1,test
065741.png,2_1,1,test
065742.png,2_1,1,test
065743.png,2_1,1,test
065744.png,3_24_n80,1,test
065745.png,3_27,1,test
065746.png,3_24_n80,1,train
065747.png,3_27,1,test
065748.png,3_24_n80,1,valid
065749.png,3_27,1,test
065750.png,3_24_n80,1,train
065751.png,3_27,1,test
065752.png,3_24_n80,1,valid
065753.png,3_27,1,test
065754.png,3_24_n80,1,train
065755.png,3_27,1,train
065756.png,3_24_n80,1,train
065757.png,3_27,1,test
065758.png,5_15_2,0,
065759.png,5_15_2,0,
065760.png,5_15_2,0,
065761.png,5_15_2,0,
065762.png,5_15_2,0,
065763.png,5_15_2,0,
065764.png,5_15_2,0,
065765.png,5_15_2,0,
065766.png,5_15_2,0,
065767.png,5_15_2,0,
065768.png,5_15_2,0,
065769.png,5_15_2,0,
065770.png,5_15_2,0,
065771.png,5_15_2,0,
065772.png,5_15_2,0,
065773.png,5_15_2,0,
065774.png,5_15_2,0,
065775.png,5_15_2,0,
065776.png,5_15_2,0,
065777.png,5_15_2,0,
065778.png,5_15_2,0,
065779.png,5_15_2,0,
065780.png,5_15_2,0,
065781.png,5_15_2,0,
065782.png,5_15_2,0,
065783.png,5_15_2,0,
065784.png,5_15_2,0,
065785.png,5_15_2,0,
065786.png,5_15_2,0,
065787.png,5_15_2,0,
065788.png,5_15_2,0,
065789.png,5_15_2,0,
065790.png,5_15_2,0,
065791.png,5_15_2,0,
065792.png,5_15_2,0,
065793.png,5_15_2,0,
065794.png,5_15_2,0,
065795.png,5_15_2,0,
065796.png,5_15_2,0,
065797.png,5_15_2,0,
065798.png,5_15_2,0,
065799.png,5_15_2,0,
065800.png,5_15_2,0,
065801.png,5_15_2,0,
065802.png,5_15_2,0,
065803.png,5_15_2,0,
065804.png,5_15_2,0,
065805.png,5_15_2,0,
065806.png,5_15_2,0,
065807.png,5_15_2,0,
065808.png,5_15_2,0,
065809.png,5_15_2,0,
065810.png,5_15_2,0,
065811.png,5_15_2,0,
065812.png,6_6,0,
065813.png,6_6,0,
065814.png,6_6,0,
065815.png,6_6,0,
065816.png,6_6,0,
065817.png,6_6,0,
065818.png,6_6,0,
065819.png,6_6,0,
065820.png,2_1,1,test
065821.png,6_6,0,
065822.png,6_6,0,
065823.png,2_1,1,test
065824.png,6_6,0,
065825.png,6_6,0,
065826.png,6_6,0,
065827.png,6_6,0,
065828.png,6_6,0,
065829.png,6_6,0,
065830.png,6_6,0,
065831.png,6_6,0,
065832.png,6_6,0,
065833.png,2_1,1,test
065834.png,6_6,0,
065835.png,2_1,1,test
065836.png,6_6,0,
065837.png,2_1,1,test
065838.png,2_1,1,test
065839.png,2_1,1,test
065840.png,2_1,1,train
065841.png,2_1,1,test
065842.png,2_1,1,test
065843.png,5_8,0,
065844.png,5_15_5,0,
065845.png,3_27,1,test
065846.png,5_8,0,
065847.png,5_15_5,0,
065848.png,3_24_n80,1,test
065849.png,3_27,1,test
065850.png,5_8,0,
065851.png,5_15_5,0,
065852.png,3_24_n80,1,train
065853.png,3_27,1,test
065854.png,5_8,0,
065855.png,5_15_5,0,
065856.png,3_24_n80,1,train
065857.png,3_27,1,test
065858.png,5_8,0,
065859.png,5_15_5,0,
065860.png,3_24_n80,1,valid
065861.png,3_27,1,train
065862.png,5_8,0,
065863.png,5_15_5,0,
065864.png,3_24_n80,1,train
065865.png,3_27,1,test
065866.png,5_8,0,
065867.png,5_15_5,0,
065868.png,3_24_n80,1,train
065869.png,3_27,1,train
065870.png,5_8,0,
065871.png,5_15_5,0,
065872.png,3_24_n80,1,train
065873.png,3_27,1,valid
065874.png,5_8,0,
065875.png,5_15_5,0,
065876.png,5_8,0,
065877.png,5_15_5,0,
065878.png,5_8,0,
065879.png,5_15_5,0,
065880.png,5_8,0,
065881.png,5_15_5,0,
065882.png,5_8,0,
065883.png,5_15_5,0,
065884.png,5_8,0,
065885.png,5_15_5,0,
065886.png,3_24_n80,1,valid
065887.png,3_27,1,valid
065888.png,5_8,0,
065889.png,5_15_5,0,
065890.png,3_24_n80,1,train
065891.png,3_27,1,test
065892.png,5_14,0,
065893.png,5_14,0,
065894.png,5_14,0,
065895.png,5_14,0,
065896.png,5_14,0,
065897.png,3_27,1,test
065898.png,3_27,1,train
065899.png,2_1,1,test
065900.png,4_1_4,0,
065901.png,2_1,1,test
065902.png,4_1_4,0,
065903.png,2_1,1,valid
065904.png,4_1_4,0,
065905.png,2_1,1,test
065906.png,4_1_4,0,
065907.png,2_1,1,test
065908.png,4_1_4,0,
065909.png,2_1,1,test
065910.png,4_1_4,0,
065911.png,2_1,1,train
065912.png,4_1_4,0,
065913.png,2_1,1,test
065914.png,4_1_4,0,
065915.png,2_1,1,test
065916.png,4_1_4,0,
065917.png,2_1,1,test
065918.png,4_1_4,0,
065919.png,2_1,1,test
065920.png,4_1_4,0,
065921.png,2_1,1,train
065922.png,4_1_4,0,
065923.png,5_14,0,
065924.png,3_1,1,train
065925.png,3_1,1,valid
065926.png,3_1,1,train
065927.png,3_1,1,valid
065928.png,3_1,1,test
065929.png,3_1,1,train
065930.png,3_1,1,train
065931.png,3_1,1,train
065932.png,3_1,1,train
065933.png,5_14,0,
065934.png,3_1,1,train
065935.png,5_14,0,
065936.png,3_1,1,valid
065937.png,3_1,1,train
065938.png,3_1,1,valid
065939.png,3_1,1,train
065940.png,3_1,1,valid
065941.png,6_6,0,
065942.png,6_6,0,
065943.png,5_16,1,test
065944.png,6_6,0,
065945.png,5_16,1,train
065946.png,6_6,0,
065947.png,5_16,1,test
065948.png,6_6,0,
065949.png,5_16,1,test
065950.png,6_6,0,
065951.png,6_6,0,
065952.png,6_6,0,
065953.png,6_6,0,
065954.png,6_6,0,
065955.png,6_6,0,
065956.png,6_6,0,
065957.png,6_6,0,
065958.png,6_6,0,
065959.png,6_6,0,
065960.png,6_6,0,
065961.png,6_6,0,
065962.png,6_6,0,
065963.png,6_6,0,
065964.png,6_6,0,
065965.png,6_6,0,
065966.png,3_27,1,train
065967.png,3_27,1,test
065968.png,3_27,1,train
065969.png,3_27,1,train
065970.png,3_27,1,test
065971.png,3_27,1,valid
065972.png,3_27,1,train
065973.png,5_14,0,
065974.png,3_27,1,train
065975.png,5_14,0,
065976.png,3_27,1,test
065977.png,5_14,0,
065978.png,3_27,1,test
065979.png,5_14,0,
065980.png,3_27,1,train
065981.png,5_14,0,
065982.png,3_27,1,test
065983.png,5_14,0,
065984.png,3_27,1,test
065985.png,5_14,0,
065986.png,3_1,1,valid
065987.png,5_14,0,
065988.png,3_1,1,train
065989.png,5_14,0,
065990.png,3_1,1,train
065991.png,5_14,0,
065992.png,5_14,0,
065993.png,5_14,0,
065994.png,5_14,0,
065995.png,5_14,0,
065996.png,5_14,0,
065997.png,5_14,0,
065998.png,3_27,1,train
065999.png,5_14,0,
066000.png,3_27,1,test
066001.png,5_14,0,
066002.png,3_27,1,test
066003.png,5_14,0,
066004.png,3_27,1,test
066005.png,5_14,0,
066006.png,3_27,1,train
066007.png,5_14,0,
066008.png,3_27,1,train
066009.png,5_14,0,
066010.png,3_27,1,valid
066011.png,5_14,0,
066012.png,3_27,1,test
066013.png,5_14,0,
066014.png,3_27,1,train
066015.png,5_16,1,train
066016.png,5_16,1,train
066017.png,5_16,1,test
066018.png,5_16,1,train
066019.png,6_6,0,
066020.png,5_16,1,test
066021.png,6_6,0,
066022.png,6_6,0,
066023.png,6_6,0,
066024.png,6_6,0,
066025.png,6_6,0,
066026.png,6_6,0,
066027.png,6_6,0,
066028.png,6_6,0,
066029.png,6_6,0,
066030.png,6_6,0,
066031.png,6_6,0,
066032.png,6_6,0,
066033.png,6_6,0,
066034.png,2_1,1,test
066035.png,2_1,1,test
066036.png,2_1,1,test
066037.png,2_1,1,test
066038.png,2_1,1,test
066039.png,2_1,1,test
066040.png,2_1,1,train
066041.png,2_1,1,test
066042.png,2_1,1,test
066043.png,2_1,1,test
066044.png,2_1,1,test
066045.png,2_1,1,valid
066046.png,3_24_n80,1,train
066047.png,3_27,1,train
066048.png,3_24_n80,1,train
066049.png,3_27,1,test
066050.png,3_24_n80,1,train
066051.png,3_27,1,test
066052.png,3_24_n80,1,test
066053.png,3_27,1,train
066054.png,3_24_n80,1,valid
066055.png,3_27,1,valid
066056.png,3_24_n80,1,train
066057.png,3_27,1,valid
066058.png,3_24_n80,1,train
066059.png,3_27,1,test
066060.png,3_24_n80,1,valid
066061.png,3_27,1,test
066062.png,3_1,1,test
066063.png,3_1,1,train
066064.png,5_14,0,
066065.png,3_1,1,test
066066.png,5_14,0,
066067.png,3_1,1,train
066068.png,5_14,0,
066069.png,3_1,1,valid
066070.png,5_14,0,
066071.png,3_1,1,valid
066072.png,5_14,0,
066073.png,3_1,1,train
066074.png,5_14,0,
066075.png,3_1,1,train
066076.png,5_14,0,
066077.png,3_1,1,train
066078.png,5_14,0,
066079.png,3_1,1,train
066080.png,5_14,0,
066081.png,3_1,1,train
066082.png,5_14,0,
066083.png,3_1,1,train
066084.png,5_14,0,
066085.png,3_1,1,train
066086.png,5_14,0,
066087.png,3_1,1,train
066088.png,5_14,0,
066089.png,3_1,1,train
066090.png,5_14,0,
066091.png,3_1,1,train
066092.png,3_1,1,train
066093.png,2_1,1,test
066094.png,2_1,1,test
066095.png,4_1_4,0,
066096.png,2_1,1,test
066097.png,4_1_4,0,
066098.png,2_1,1,test
066099.png,4_1_4,0,
066100.png,2_1,1,test
066101.png,4_1_4,0,
066102.png,2_1,1,test
066103.png,4_1_4,0,
066104.png,2_1,1,test
066105.png,4_1_4,0,
066106.png,2_1,1,train
066107.png,4_1_4,0,
066108.png,2_1,1,train
066109.png,4_1_4,0,
066110.png,2_1,1,test
066111.png,4_1_4,0,
066112.png,2_1,1,test
066113.png,4_1_4,0,
066114.png,2_1,1,test
066115.png,4_1_4,0,
066116.png,2_1,1,valid
066117.png,4_1_4,0,
066118.png,2_1,1,test
066119.png,4_1_4,0,
066120.png,2_1,1,test
066121.png,4_1_4,0,
066122.png,2_1,1,test
066123.png,4_1_4,0,
066124.png,2_1,1,test
066125.png,4_1_4,0,
066126.png,5_14,0,
066127.png,3_27,1,test
066128.png,3_1,1,train
066129.png,3_1,1,valid
066130.png,3_1,1,test
066131.png,3_1,1,train
066132.png,3_1,1,train
066133.png,3_1,1,train
066134.png,3_1,1,train
066135.png,3_27,1,test
066136.png,3_1,1,test
066137.png,5_14,0,
066138.png,3_27,1,test
066139.png,3_1,1,train
066140.png,5_14,0,
066141.png,3_27,1,train
066142.png,3_1,1,train
066143.png,5_14,0,
066144.png,3_27,1,test
066145.png,3_1,1,test
066146.png,5_14,0,
066147.png,3_27,1,test
066148.png,3_1,1,train
066149.png,5_14,0,
066150.png,3_27,1,test
066151.png,3_1,1,train
066152.png,3_1,1,test
066153.png,7_5,0,
066154.png,7_5,0,
066155.png,7_4,1,train
066156.png,7_5,0,
066157.png,7_4,1,test
066158.png,7_5,0,
066159.png,7_4,1,train
066160.png,7_5,0,
066161.png,7_4,1,test
066162.png,7_5,0,
066163.png,7_4,1,test
066164.png,7_5,0,
066165.png,7_4,1,train
066166.png,7_5,0,
066167.png,7_4,1,test
066168.png,7_5,0,
066169.png,7_4,1,train
066170.png,7_5,0,
066171.png,2_1,1,test
066172.png,7_4,1,test
066173.png,7_5,0,
066174.png,2_1,1,test
066175.png,7_4,1,train
066176.png,7_5,0,
066177.png,2_1,1,test
066178.png,7_4,1,test
066179.png,7_5,0,
066180.png,2_1,1,test
066181.png,7_4,1,train
066182.png,7_5,0,
066183.png,2_1,1,test
066184.png,4_1_4,0,
066185.png,7_4,1,test
066186.png,7_5,0,
066187.png,2_1,1,test
066188.png,4_1_4,0,
066189.png,7_4,1,test
066190.png,7_5,0,
066191.png,7_4,1,valid
066192.png,7_5,0,
066193.png,7_4,1,valid
066194.png,7_5,0,
066195.png,7_4,1,train
066196.png,7_5,0,
066197.png,2_1,1,test
066198.png,7_4,1,train
066199.png,7_5,0,
066200.png,2_1,1,test
066201.png,7_4,1,valid
066202.png,7_5,0,
066203.png,2_1,1,valid
066204.png,4_1_4,0,
066205.png,2_1,1,test
066206.png,4_1_4,0,
066207.png,2_1,1,test
066208.png,4_1_4,0,
066209.png,2_1,1,test
066210.png,4_1_4,0,
066211.png,2_1,1,train
066212.png,4_1_4,0,
066213.png,2_1,1,test
066214.png,4_1_4,0,
066215.png,2_1,1,test
066216.png,4_1_4,0,
066217.png,2_1,1,test
066218.png,4_1_4,0,
066219.png,2_1,1,test
066220.png,4_1_4,0,
066221.png,2_1,1,test
066222.png,4_1_4,0,
066223.png,2_1,1,test
066224.png,4_1_4,0,
066225.png,2_1,1,valid
066226.png,4_1_4,0,
066227.png,2_1,1,test
066228.png,4_1_4,0,
066229.png,5_14,0,
066230.png,3_27,1,valid
066231.png,5_14,0,
066232.png,3_27,1,train
066233.png,5_14,0,
066234.png,3_27,1,test
066235.png,5_14,0,
066236.png,3_27,1,test
066237.png,5_14,0,
066238.png,3_27,1,test
066239.png,5_14,0,
066240.png,3_27,1,test
066241.png,5_14,0,
066242.png,3_27,1,valid
066243.png,5_14,0,
066244.png,3_27,1,test
066245.png,5_14,0,
066246.png,3_27,1,test
066247.png,5_14,0,
066248.png,3_27,1,test
066249.png,5_14,0,
066250.png,3_27,1,train
066251.png,5_14,0,
066252.png,3_27,1,train
066253.png,5_14,0,
066254.png,3_27,1,valid
066255.png,5_14,0,
066256.png,3_27,1,test
066257.png,5_14,0,
066258.png,3_27,1,test
066259.png,5_14,0,
066260.png,3_27,1,valid
066261.png,3_1,1,valid
066262.png,5_14,0,
066263.png,3_27,1,valid
066264.png,3_1,1,train
066265.png,5_14,0,
066266.png,3_27,1,test
066267.png,3_1,1,train
066268.png,5_14,0,
066269.png,3_27,1,train
066270.png,3_1,1,valid
066271.png,5_14,0,
066272.png,3_27,1,test
066273.png,3_1,1,train
066274.png,5_14,0,
066275.png,3_27,1,test
066276.png,3_1,1,test
066277.png,5_14,0,
066278.png,3_27,1,train
066279.png,3_1,1,valid
066280.png,5_14,0,
066281.png,3_27,1,valid
066282.png,3_1,1,train
066283.png,5_14,0,
066284.png,3_27,1,test
066285.png,3_1,1,valid
066286.png,3_1,1,valid
066287.png,3_1,1,train
066288.png,5_14,0,
066289.png,3_27,1,train
066290.png,3_1,1,train
066291.png,5_14,0,
066292.png,3_27,1,test
066293.png,3_1,1,train
066294.png,5_14,0,
066295.png,3_27,1,train
066296.png,3_1,1,train
066297.png,5_14,0,
066298.png,3_27,1,test
066299.png,3_1,1,test
066300.png,5_14,0,
066301.png,3_27,1,train
066302.png,3_1,1,train
066303.png,5_14,0,
066304.png,5_16,1,train
066305.png,5_16,1,test
066306.png,5_16,1,train
066307.png,5_16,1,test
066308.png,5_16,1,test
066309.png,6_6,0,
066310.png,3_1,1,train
066311.png,6_6,0,
066312.png,6_6,0,
066313.png,3_1,1,valid
066314.png,6_6,0,
066315.png,6_6,0,
066316.png,3_1,1,train
066317.png,6_6,0,
066318.png,6_6,0,
066319.png,3_1,1,train
066320.png,6_6,0,
066321.png,6_6,0,
066322.png,3_1,1,train
066323.png,6_6,0,
066324.png,6_6,0,
066325.png,3_1,1,train
066326.png,6_6,0,
066327.png,6_6,0,
066328.png,3_1,1,train
066329.png,6_6,0,
066330.png,6_6,0,
066331.png,3_1,1,train
066332.png,6_6,0,
066333.png,3_1,1,train
066334.png,6_6,0,
066335.png,3_1,1,train
066336.png,6_6,0,
066337.png,3_1,1,train
066338.png,6_6,0,
066339.png,3_1,1,valid
066340.png,6_6,0,
066341.png,3_1,1,train
066342.png,6_6,0,
066343.png,3_1,1,valid
066344.png,6_6,0,
066345.png,3_1,1,test
066346.png,6_6,0,
066347.png,3_1,1,train
066348.png,6_6,0,
066349.png,2_1,1,test
066350.png,4_1_4,0,
066351.png,2_1,1,test
066352.png,4_1_4,0,
066353.png,2_1,1,test
066354.png,4_1_4,0,
066355.png,2_1,1,test
066356.png,4_1_4,0,
066357.png,2_1,1,train
066358.png,4_1_4,0,
066359.png,2_1,1,test
066360.png,4_1_4,0,
066361.png,2_1,1,test
066362.png,4_1_4,0,
066363.png,2_1,1,train
066364.png,4_1_4,0,
066365.png,2_1,1,valid
066366.png,4_1_4,0,
066367.png,2_1,1,test
066368.png,4_1_4,0,
066369.png,5_14,0,
066370.png,3_1,1,train
066371.png,3_24_n80,1,train
066372.png,3_27,1,test
066373.png,5_14,0,
066374.png,3_1,1,test
066375.png,3_24_n80,1,train
066376.png,3_27,1,train
066377.png,5_14,0,
066378.png,3_1,1,train
066379.png,3_24_n80,1,valid
066380.png,3_27,1,test
066381.png,5_14,0,
066382.png,3_1,1,valid
066383.png,3_24_n80,1,valid
066384.png,3_27,1,train
066385.png,5_14,0,
066386.png,3_1,1,valid
066387.png,3_24_n80,1,test
066388.png,3_27,1,test
066389.png,5_14,0,
066390.png,3_1,1,test
066391.png,3_24_n80,1,train
066392.png,3_27,1,train
066393.png,5_14,0,
066394.png,3_1,1,valid
066395.png,3_24_n80,1,train
066396.png,3_27,1,train
066397.png,5_14,0,
066398.png,3_1,1,valid
066399.png,3_24_n80,1,test
066400.png,3_27,1,test
066401.png,3_1,1,test
066402.png,3_24_n80,1,valid
066403.png,3_27,1,train
066404.png,3_1,1,train
066405.png,3_1,1,train
066406.png,5_14,0,
066407.png,3_1,1,train
066408.png,3_1,1,train
066409.png,3_1,1,train
066410.png,3_1,1,valid
066411.png,3_1,1,train
066412.png,3_1,1,train
066413.png,3_1,1,train
066414.png,3_1,1,train
066415.png,3_1,1,train
066416.png,3_1,1,test
066417.png,3_1,1,test
066418.png,3_27,1,test
066419.png,5_14,0,
066420.png,5_14,0,
066421.png,5_14,0,
066422.png,3_27,1,train
066423.png,3_1,1,train
066424.png,3_27,1,valid
066425.png,3_1,1,train
066426.png,3_27,1,test
066427.png,5_14,0,
066428.png,3_1,1,test
066429.png,3_27,1,valid
066430.png,5_14,0,
066431.png,3_1,1,train
066432.png,3_27,1,train
066433.png,5_14,0,
066434.png,3_1,1,valid
066435.png,3_27,1,train
066436.png,5_14,0,
066437.png,3_1,1,train
066438.png,3_27,1,test
066439.png,5_14,0,
066440.png,3_1,1,valid
066441.png,3_27,1,test
066442.png,5_14,0,
066443.png,3_1,1,train
066444.png,3_27,1,train
066445.png,5_14,0,
066446.png,3_1,1,valid
066447.png,3_27,1,test
066448.png,5_14,0,
066449.png,3_1,1,test
066450.png,3_27,1,test
066451.png,5_14,0,
066452.png,3_1,1,train
066453.png,5_14,0,
066454.png,3_1,1,test
066455.png,5_14,0,
066456.png,3_1,1,train
066457.png,5_14,0,
066458.png,3_1,1,test
066459.png,5_14,0,
066460.png,3_1,1,train
066461.png,5_14,0,
066462.png,3_1,1,train
066463.png,5_14,0,
066464.png,3_1,1,train
066465.png,5_14,0,
066466.png,3_1,1,train
066467.png,3_1,1,valid
066468.png,3_1,1,train
066469.png,3_1,1,test
066470.png,5_16,1,test
066471.png,5_16,1,test
066472.png,5_16,1,test
066473.png,5_16,1,test
066474.png,5_16,1,test
066475.png,5_16,1,test
066476.png,5_16,1,test
066477.png,5_16,1,valid
066478.png,1_25,0,
066479.png,1_25,0,
066480.png,1_25,0,
066481.png,1_25,0,
066482.png,1_25,0,
066483.png,1_25,0,
066484.png,1_25,0,
066485.png,3_27,1,valid
066486.png,3_27,1,test
066487.png,1_25,0,
066488.png,1_25,0,
066489.png,3_27,1,test
066490.png,3_27,1,test
066491.png,5_14,0,
066492.png,5_14,0,
066493.png,5_14,0,
066494.png,5_14,0,
066495.png,5_14,0,
066496.png,5_14,0,
066497.png,4_2_1,0,
066498.png,4_2_1,0,
066499.png,4_2_1,0,
066500.png,4_2_1,0,
066501.png,4_2_1,0,
066502.png,4_2_1,0,
066503.png,4_2_1,0,
066504.png,4_2_1,0,
066505.png,4_2_1,0,
066506.png,4_2_1,0,
066507.png,4_2_1,0,
066508.png,4_2_1,0,
066509.png,4_2_1,0,
066510.png,4_2_1,0,
066511.png,4_2_1,0,
066512.png,1_25,0,
066513.png,4_2_1,0,
066514.png,4_2_1,0,
066515.png,1_25,0,
066516.png,4_2_1,0,
066517.png,4_2_1,0,
066518.png,1_25,0,
066519.png,4_2_1,0,
066520.png,4_2_1,0,
066521.png,1_25,0,
066522.png,4_2_1,0,
066523.png,4_2_1,0,
066524.png,1_25,0,
066525.png,4_2_1,0,
066526.png,4_2_1,0,
066527.png,1_25,0,
066528.png,4_2_1,0,
066529.png,4_2_1,0,
066530.png,1_25,0,
066531.png,4_2_1,0,
066532.png,4_2_1,0,
066533.png,1_25,0,
066534.png,4_2_1,0,
066535.png,4_2_1,0,
066536.png,1_25,0,
066537.png,4_2_1,0,
066538.png,4_2_1,0,
066539.png,1_25,0,
066540.png,4_2_1,0,
066541.png,4_2_1,0,
066542.png,2_1,1,test
066543.png,2_1,1,test
066544.png,2_1,1,valid
066545.png,2_1,1,test
066546.png,2_1,1,test
066547.png,2_1,1,test
066548.png,2_1,1,test
066549.png,2_1,1,valid
066550.png,2_1,1,test
066551.png,4_1_4,0,
066552.png,2_1,1,test
066553.png,4_1_4,0,
066554.png,2_1,1,test
066555.png,4_1_4,0,
066556.png,2_1,1,test
066557.png,4_1_4,0,
066558.png,2_1,1,test
066559.png,4_1_4,0,
066560.png,2_1,1,test
066561.png,4_1_4,0,
066562.png,2_1,1,test
066563.png,4_1_4,0,
066564.png,2_1,1,test
066565.png,4_1_4,0,
066566.png,2_1,1,test
066567.png,4_1_4,0,
066568.png,2_1,1,train
066569.png,4_1_4,0,
066570.png,2_1,1,test
066571.png,4_1_4,0,
066572.png,2_1,1,train
066573.png,4_1_4,0,
066574.png,2_1,1,test
066575.png,4_1_4,0,
066576.png,2_1,1,test
066577.png,4_1_4,0,
066578.png,2_1,1,test
066579.png,4_1_4,0,
066580.png,2_1,1,test
066581.png,4_1_4,0,
066582.png,2_1,1,test
066583.png,4_1_4,0,
066584.png,2_1,1,test
066585.png,4_1_4,0,
066586.png,2_1,1,test
066587.png,4_1_4,0,
066588.png,5_14,0,
066589.png,3_27,1,valid
066590.png,5_14,0,
066591.png,3_27,1,train
066592.png,5_14,0,
066593.png,3_27,1,test
066594.png,5_14,0,
066595.png,3_27,1,test
066596.png,5_14,0,
066597.png,3_27,1,test
066598.png,5_14,0,
066599.png,3_27,1,test
066600.png,5_14,0,
066601.png,3_27,1,test
066602.png,5_14,0,
066603.png,3_27,1,test
066604.png,5_14,0,
066605.png,3_27,1,test
066606.png,5_14,0,
066607.png,3_27,1,test
066608.png,5_14,0,
066609.png,3_27,1,test
066610.png,5_14,0,
066611.png,3_27,1,test
066612.png,5_14,0,
066613.png,3_27,1,test
066614.png,3_1,1,test
066615.png,3_27,1,test
066616.png,3_1,1,valid
066617.png,5_14,0,
066618.png,3_27,1,train
066619.png,3_1,1,train
066620.png,5_14,0,
066621.png,3_27,1,test
066622.png,3_1,1,train
066623.png,5_14,0,
066624.png,3_27,1,train
066625.png,3_1,1,train
066626.png,5_14,0,
066627.png,3_27,1,test
066628.png,3_1,1,test
066629.png,5_14,0,
066630.png,3_27,1,valid
066631.png,3_1,1,train
066632.png,5_14,0,
066633.png,3_27,1,train
066634.png,3_1,1,test
066635.png,5_14,0,
066636.png,3_27,1,valid
066637.png,3_1,1,test
066638.png,5_14,0,
066639.png,3_27,1,test
066640.png,3_1,1,test
066641.png,5_14,0,
066642.png,3_27,1,test
066643.png,3_1,1,valid
066644.png,5_14,0,
066645.png,3_27,1,test
066646.png,2_1,1,train
066647.png,2_1,1,test
066648.png,2_1,1,test
066649.png,4_1_1,1,test
066650.png,2_1,1,test
066651.png,4_1_1,1,train
066652.png,2_1,1,test
066653.png,4_1_1,1,test
066654.png,2_1,1,test
066655.png,4_1_1,1,valid
066656.png,2_1,1,test
066657.png,4_1_1,1,test
066658.png,2_1,1,test
066659.png,4_1_1,1,test
066660.png,2_1,1,train
066661.png,4_1_1,1,valid
066662.png,4_1_1,1,train
066663.png,2_1,1,test
066664.png,4_1_1,1,train
066665.png,4_1_1,1,test
066666.png,3_1,1,valid
066667.png,2_1,1,test
066668.png,4_1_1,1,test
066669.png,4_1_1,1,train
066670.png,3_1,1,train
066671.png,4_1_1,1,train
066672.png,3_1,1,train
066673.png,4_1_1,1,test
066674.png,3_1,1,valid
066675.png,4_1_1,1,train
066676.png,3_1,1,test
066677.png,4_1_1,1,train
066678.png,3_1,1,train
066679.png,4_1_1,1,test
066680.png,3_1,1,valid
066681.png,4_1_1,1,test
066682.png,3_1,1,train
066683.png,4_1_1,1,test
066684.png,3_1,1,valid
066685.png,3_1,1,valid
066686.png,3_1,1,train
066687.png,3_1,1,train
066688.png,3_1,1,train
066689.png,5_14,0,
066690.png,3_1,1,test
066691.png,5_14,0,
066692.png,3_1,1,train
066693.png,5_14,0,
066694.png,3_1,1,train
066695.png,5_14,0,
066696.png,3_1,1,valid
066697.png,5_14,0,
066698.png,3_1,1,train
066699.png,5_14,0,
066700.png,3_1,1,test
066701.png,5_14,0,
066702.png,5_8,0,
066703.png,3_1,1,train
066704.png,5_14,0,
066705.png,5_8,0,
066706.png,3_1,1,train
066707.png,5_14,0,
066708.png,5_8,0,
066709.png,3_1,1,test
066710.png,5_14,0,
066711.png,5_8,0,
066712.png,3_1,1,test
066713.png,5_14,0,
066714.png,5_8,0,
066715.png,3_1,1,valid
066716.png,5_14,0,
066717.png,5_8,0,
066718.png,3_1,1,test
066719.png,5_14,0,
066720.png,5_8,0,
066721.png,3_1,1,valid
066722.png,5_14,0,
066723.png,5_8,0,
066724.png,3_1,1,train
066725.png,3_1,1,train
066726.png,6_6,0,
066727.png,6_6,0,
066728.png,6_6,0,
066729.png,6_6,0,
066730.png,6_6,0,
066731.png,6_6,0,
066732.png,6_6,0,
066733.png,6_6,0,
066734.png,6_6,0,
066735.png,6_6,0,
066736.png,2_1,1,train
066737.png,2_1,1,test
066738.png,2_1,1,test
066739.png,2_1,1,test
